ID;Job Title;Salary Estimate;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;Competitors
120;Data Scientist;$77K-$124K (Glassdoor est.);4.4;Quick Base;Cambridge, MA;Cambridge, MA;201 to 500 employees;1999;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
121;Data Scientist;$80K-$135K (Glassdoor est.);3.5;The E.W. Scripps Company;Cincinnati, OH;Cincinnati, OH;1001 to 5000 employees;1878;Company - Public;TV Broadcast & Cable Networks;Media;$500 million to $1 billion (USD);-1
122;Data Engineer;$85K-$159K (Glassdoor est.);4;Upside Business Travel;Washington, DC;Washington, DC;51 to 200 employees;2015;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;-1
123;Data Engineer;$80K-$105K(Employer est.);4.3;Equity Residential;Chicago, IL;Chicago, IL;1001 to 5000 employees;1993;Company - Public;Real Estate;Real Estate;$2 to $5 billion (USD);UDR, AvalonBay Communities, Essex Property Trust
124;Data Analyst;$43K-$81K (Glassdoor est.);2.3;Synagro;Baltimore, MD;Baltimore, MD;501 to 1000 employees;1986;Company - Private;Research & Development;Business Services;$100 to $500 million (USD);-1
125;Project Scientist;$29K-$50K (Glassdoor est.);4;Alliance Source Testing;Alabaster, AL;Decatur, AL;51 to 200 employees;2000;Unknown;Architectural & Engineering Services;Business Services;$25 to $50 million (USD);-1
126;Data Scientist;$82K-$133K (Glassdoor est.);3.6;Accuride International;Santa Fe Springs, Los Angeles, CA;Santa Fe Springs, CA;1001 to 5000 employees;1966;Company - Private;Industrial Manufacturing;Manufacturing;$100 to $500 million (USD);-1
127;Data Analytics Manager;$26K-$55K (Glassdoor est.);3.8;Full Potential Solutions;Kansas City, MO;Kansas City, MO;501 to 1000 employees;2017;Company - Private;Staffing & Outsourcing;Business Services;Unknown / Non-Applicable;-1
128;Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics;$61K-$118K (Glassdoor est.);3.7;Visa Inc.;Ashburn, VA;Foster City, CA;10000+ employees;1958;Company - Public;IT Services;Information Technology;$10+ billion (USD);American Express, Mastercard, Discover
129;Data Scientist;$60K-$102K (Glassdoor est.);4.4;Maven Wave Partners;Chicago, IL;Chicago, IL;201 to 500 employees;2008;Company - Private;Consulting;Business Services;$50 to $100 million (USD);-1
130;Senior Data Scientist;$112K-$182K (Glassdoor est.);4;Novetta;Herndon, VA;Mc Lean, VA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);Leidos, CACI International, Booz Allen Hamilton
131;Data Scientist;$64K-$106K (Glassdoor est.);3.2;First Command Financial Services, Inc.;Fort Worth, TX;Fort Worth, TX;1001 to 5000 employees;1958;Company - Private;Brokerage Services;Finance;$100 to $500 million (USD);USAA, Navy Federal Credit Union, Raymond James Financial
132;Associate Scientist;$51K-$112K (Glassdoor est.);2.9;Pharmavite;Valencia, CA;West Hills, CA;1001 to 5000 employees;1971;Company - Private;Consumer Products Manufacturing;Manufacturing;$1 to $2 billion (USD);The Nature's Bounty Co., Schiff Nutrition International
133;Scientist 2, QC Viral Vector;$113K-$223K (Glassdoor est.);3.8;BioMarin Pharmaceutical;Novato, CA;San Rafael, CA;1001 to 5000 employees;1997;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$500 million to $1 billion (USD);Genentech, Ultragenyx Pharmaceutical, Gilead Sciences
134;Machine Learning Engineer;$72K-$129K (Glassdoor est.);4.3;Stratagem Group;Aurora, CO;Aurora, CO;1 to 50 employees;2007;Company - Private;Aerospace & Defense;Aerospace & Defense;Unknown / Non-Applicable;-1
135;Data Scientist/ML Engineer;$71K-$123K (Glassdoor est.);3.4;PA Consulting;New York, NY;London, United Kingdom;1001 to 5000 employees;1943;Company - Private;Consulting;Business Services;$100 to $500 million (USD);McKinsey & Company, Accenture, Deloitte
136;Data Scientist;$64K-$106K (Glassdoor est.);4.1;ManTech;Chantilly, VA;Herndon, VA;5001 to 10000 employees;1968;Company - Public;Research & Development;Business Services;$1 to $2 billion (USD);-1
137;Customer Data Scientist;$118K-$189K (Glassdoor est.);4.3;h2o.ai;Mountain View, CA;Mountain View, CA;201 to 500 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
138;Data Engineer;Employer Provided Salary:$120K-$145K;5;Gridiron IT;Tampa, FL;Reston, VA;51 to 200 employees;2017;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
139;Data Engineer;$80K-$120K (Glassdoor est.);4.3;Productive Edge;Chicago, IL;Chicago, IL;51 to 200 employees;2008;Company - Private;Computer Hardware & Software;Information Technology;$10 to $25 million (USD);Numerator, Rise Interactive, Salom
140;Sr. Data Scientist;$80K-$130K (Glassdoor est.);3.7;Evolve Vacation Rental;Denver, CO;Denver, CO;201 to 500 employees;2011;Company - Private;Travel Agencies;Travel & Tourism;Unknown / Non-Applicable;-1
141;Data Engineer 4 - Contract;$59K-$115K (Glassdoor est.);4.2;The Church of Jesus Christ of Latter-day Saints;Riverton, UT;Salt Lake City, UT;10000+ employees;-1;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;-1
142;Data Analyst - Asset Management;$71K-$136K (Glassdoor est.);4.3;Maximus Real Estate Partners;San Francisco, CA;San Francisco, CA;51 to 200 employees;2013;Company - Private;Real Estate;Real Estate;Unknown / Non-Applicable;Greystar, The Related Companies, Prometheus Real Estate Group
143;Senior Research Scientist - Embedded System Development for DevOps;$81K-$167K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
144;Data Scientist - Bioinformatics;$49K-$85K (Glassdoor est.);3.8;PNNL;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
145;Data Engineer;$60K-$114K (Glassdoor est.);3.9;AVANADE;Washington, DC;Seattle, WA;10000+ employees;2000;Company - Private;IT Services;Information Technology;$2 to $5 billion (USD);Slalom, Cognizant Technology Solutions, Deloitte
146;Customer Data Scientist/Sales Engineer;$71K-$204K (Glassdoor est.);4.3;h2o.ai;Chicago, IL;Mountain View, CA;201 to 500 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
147;Lead Data Scientist;$75K-$125K (Glassdoor est.);3.8;PatientPoint;Cincinnati, OH;Cincinnati, OH;201 to 500 employees;1987;Company - Private;Advertising & Marketing;Business Services;$100 to $500 million (USD);Outcome Health, Health Media Network, Mesmerize Marketing
148;MongoDB Data Engineer II;$77K-$136K (Glassdoor est.);3.8;BlueCross BlueShield of Tennessee;Chattanooga, TN;Chattanooga, TN;5001 to 10000 employees;1945;Nonprofit Organization;Insurance Carriers;Insurance;$5 to $10 billion (USD);-1
149;Senior Data Scientist Statistics;$74K-$123K (Glassdoor est.);3.8;PNNL;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
150;Senior Data Analyst;$44K-$78K (Glassdoor est.);4.8;KnowBe4;Clearwater, FL;Clearwater, FL;501 to 1000 employees;2010;Company - Private;Security Services;Business Services;$100 to $500 million (USD);-1
151;Senior Spark Engineer (Data Science);$65K-$148K (Glassdoor est.);4.4;KSM Consulting;Indianapolis, IN;Indianapolis, IN;51 to 200 employees;2008;Company - Private;Consulting;Business Services;Unknown / Non-Applicable;-1
152;Data Engineer;$59K-$110K (Glassdoor est.);3.9;Cogo Labs;Cambridge, MA;Cambridge, MA;51 to 200 employees;2005;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;-1
153;BI & Platform Analytics Manager;$85K-$134K (Glassdoor est.);3.4;Church & Dwight;Ewing, NJ;Ewing, NJ;1001 to 5000 employees;1846;Company - Public;Consumer Products Manufacturing;Manufacturing;$2 to $5 billion (USD);-1
154;Lead Data Scientist;$124K-$204K (Glassdoor est.);3.6;MassMutual;Boston, MA;Springfield, MA;5001 to 10000 employees;1851;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);-1
155;Sr. Data Scientist - Analytics, Personalized Healthcare (PHC);$131K-$207K (Glassdoor est.);3.9;Genentech;South San Francisco, CA;South San Francisco, CA;10000+ employees;1976;Subsidiary or Business Segment;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
156;Senior Data Scientist;$110K-$174K (Glassdoor est.);3.8;Juniper Networks;Cupertino, CA;Sunnyvale, CA;5001 to 10000 employees;1996;Company - Public;Telecommunications Services;Telecommunications;$2 to $5 billion (USD);-1
157;Pricipal Scientist Molecular and cellular biologist;$52K-$101K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
158;Data Scientist (Actuary, FSA or ASA);$81K-$133K (Glassdoor est.);3.8;Legal & General America;Frederick, MD;Frederick, MD;501 to 1000 employees;1981;Company - Private;Insurance Carriers;Insurance;$500 million to $1 billion (USD);-1
159;Staff Data Scientist;$132K-$211K (Glassdoor est.);3.5;Western Digital;San Jose, CA;San Jose, CA;10000+ employees;1970;Company - Public;Computer Hardware & Software;Information Technology;$10+ billion (USD);Seagate Technology, Toshiba
160;Senior Data Scientist / Machine Learning;$73K-$119K (Glassdoor est.);3.9;Health IQ;Dallas, TX;Mountain View, CA;201 to 500 employees;2013;Company - Private;Insurance Agencies & Brokerages;Insurance;Unknown / Non-Applicable;-1
161;Data Scientist - Health Data Analytics;$110K-$175K (Glassdoor est.);4.2;Nuna;San Francisco, CA;San Francisco, CA;51 to 200 employees;2010;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
162;Data Engineer 5 - Contract (Remote);$74K-$140K (Glassdoor est.);4.2;The Church of Jesus Christ of Latter-day Saints;Riverton, UT;Salt Lake City, UT;10000+ employees;-1;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;-1
163;Senior Scientist - Neuroscience;$100K-$190K (Glassdoor est.);3.5;Sunovion;Marlborough, MA;Marlborough, MA;1001 to 5000 employees;2010;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);Shire, GlaxoSmithKline, Allergan
164;Senior Data Analyst;$43K-$80K (Glassdoor est.);2.9;National Student Clearinghouse;Herndon, VA;Herndon, VA;201 to 500 employees;1993;Nonprofit Organization;Colleges & Universities;Education;$25 to $50 million (USD);Ellucian, Parchment, College Board
165;Medical Lab Scientist;$17-$24 Per Hour(Glassdoor est.);3.6;Tower Health;West Reading, PA;Reading, PA;5001 to 10000 employees;2017;Nonprofit Organization;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
166;Risk and Analytics IT, Data Scientist;$91K-$149K (Glassdoor est.);2.7;State of Wisconsin Investment Board;Madison, WI;Madison, WI;51 to 200 employees;1951;Government;Investment Banking & Asset Management;Finance;$50 to $100 million (USD);-1
167;Scientist, Analytical Development;$42K-$82K (Glassdoor est.);4.4;Rubius Therapeutics;Cambridge, MA;Cambridge, MA;201 to 500 employees;2013;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);-1
168;Senior Data Scientist;$116K-$185K (Glassdoor est.);4;Autodesk;San Francisco, CA;San Rafael, CA;5001 to 10000 employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$2 to $5 billion (USD);-1
169;Analytics Manager;$59K-$116K (Glassdoor est.);4.3;OneMagnify;Dearborn, MI;Detroit, MI;201 to 500 employees;1967;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
170;Data Engineer;$48K-$95K (Glassdoor est.);4.2;IZEA;Winter Park, FL;Winter Park, FL;51 to 200 employees;2006;Company - Public;Advertising & Marketing;Business Services;$25 to $50 million (USD);Linqia, Collective Bias
171;Digital Marketing & ECommerce Data Analyst;$31K-$72K (Glassdoor est.);3.6;Vionic Group;San Rafael, CA;San Rafael, CA;51 to 200 employees;2006;Subsidiary or Business Segment;Department, Clothing, & Shoe Stores;Retail;$100 to $500 million (USD);-1
172;Sr. Scientist - Digital & Image Analysis/Computational Pathology;$105K-$198K (Glassdoor est.);3.7;Takeda Pharmaceuticals;San Diego, CA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
173;Senior Data Analyst;$55K-$100K (Glassdoor est.);2.8;Dodge Data & Analytics;Hamilton, NJ;Hamilton, NJ;201 to 500 employees;2014;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
174;Principal Scientist - Immunologist;$98K-$182K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
175;Senior Data Scientist;$73K-$124K (Glassdoor est.);3.3;Plymouth Rock Assurance;Woodbridge, NJ;Boston, MA;1001 to 5000 employees;1982;Company - Private;Insurance Carriers;Insurance;$10 to $25 million (USD);Arbella Insurance, Safety Insurance
176;Principal Data Scientist with over 10 years experience;Employer Provided Salary:$200K-$250K;-1;CA-One Tech Cloud;San Francisco, CA;Fremont, CA;51 to 200 employees;2017;Company - Private;IT Services;Information Technology;$5 to $10 million (USD);-1
177;MED TECH/LAB SCIENTIST - LABORATORY;$21-$34 Per Hour(Glassdoor est.);3.6;Beebe Healthcare;Lewes, DE;Lewes, DE;1001 to 5000 employees;1935;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);-1
178;Sr. Scientist, Quantitative Translational Sciences;$117K-$206K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
179;Sr. Data Scientist II;$111K-$183K (Glassdoor est.);3.4;Argo Group US;New York, NY;Hamilton, Bermuda;1001 to 5000 employees;1948;Company - Public;Insurance Carriers;Insurance;$1 to $2 billion (USD);-1
180;Excel / VBA / SQL Data Analyst;$44K-$78K (Glassdoor est.);4.1;Associated Electric Cooperative;Springfield, MO;Springfield, MO;501 to 1000 employees;1961;Company - Private;Energy;Oil, Gas, Energy & Utilities;$1 to $2 billion (USD);-1
181;Machine Learning Research Scientist;$81K-$159K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
182;VP, Data Science;$83K-$166K (Glassdoor est.);3.2;PennyMac;Phoenix, AZ;Westlake Village, CA;1001 to 5000 employees;2008;Company - Public;Lending;Finance;$500 million to $1 billion (USD);Nationstar Mortgage, Caliber Funding, Quicken Loans
183;Senior Data Scientist;$114K-$182K (Glassdoor est.);3.9;Zest AI;Burbank, CA;Burbank, CA;51 to 200 employees;2009;Company - Private;Financial Analytics & Research;Finance;$50 to $100 million (USD);-1
184;Radar Data Analyst;$42K-$76K (Glassdoor est.);4.7;DECISIVE ANALYTICS Corporation;Huntsville, AL;Arlington, VA;51 to 200 employees;1996;Company - Private;Aerospace & Defense;Aerospace & Defense;$25 to $50 million (USD);Torch Technologies, American Systems
185;PL Actuarial-Lead Data Scientist;$114K-$179K (Glassdoor est.);3.7;The Hanover Insurance Group;Worcester, MA;Worcester, MA;5001 to 10000 employees;1852;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);-1
186;PV Scientist;$60K-$123K (Glassdoor est.);2.9;Karyopharm Therapeutics Inc.;Newton, MA;Newton, MA;201 to 500 employees;-1;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;-1
187;Senior Data & Machine Learning Scientist;$100K-$166K (Glassdoor est.);3;Tempus Labs;Chicago, IL;Chicago, IL;501 to 1000 employees;2015;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;-1
188;Principal Data Scientist (Computational Chemistry);$108K-$173K (Glassdoor est.);4.7;Recursion Pharmaceuticals;Salt Lake City, UT;Salt Lake City, UT;51 to 200 employees;2013;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $5 million (USD);-1
189;Data Engineer;$48K-$93K (Glassdoor est.);3.7;P2 Energy Solutions;Lafayette, LA;Denver, CO;501 to 1000 employees;-1;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;-1
190;Principal Scientist, Chemistry & Immunology;$54K-$115K (Glassdoor est.);3.3;Rochester Regional Health;Rochester, NY;Rochester, NY;10000+ employees;2014;Hospital;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
191;Software Engineer - Data Visualization;$60K-$127K (Glassdoor est.);4;ClearEdge;Annapolis Junction, MD;Annapolis Junction, MD;51 to 200 employees;2002;Company - Private;Computer Hardware & Software;Information Technology;$5 to $10 million (USD);-1
192;Scientist/Senior Scientist, Autoimmune;$90K-$179K (Glassdoor est.);4.4;Rubius Therapeutics;Cambridge, MA;Cambridge, MA;201 to 500 employees;2013;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);-1
193;Staff Machine Learning Engineer;$138K-$224K (Glassdoor est.);3.9;Tapjoy;San Francisco, CA;San Francisco, CA;201 to 500 employees;2007;Company - Private;Internet;Information Technology;$10 to $25 million (USD);FLURRY, Chartboost
194;Principal Scientist, Hematology;$54K-$115K (Glassdoor est.);3.3;Rochester Regional Health;Rochester, NY;Rochester, NY;10000+ employees;2014;Hospital;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
195;Lead Data Engineer;$190K-$220K(Employer est.);4.1;Credit Sesame;Mountain View, CA;Mountain View, CA;51 to 200 employees;2010;Company - Private;Internet;Information Technology;$50 to $100 million (USD);Credit Karma, LendUp, SoFi
196;Marketing Data Analyst;$35K-$62K (Glassdoor est.);3.6;San Manuel Casino;Highland, CA;Highland, CA;1001 to 5000 employees;1986;Company - Private;Gambling;Arts, Entertainment & Recreation;$100 to $500 million (USD);-1
197;Medical Laboratory Scientist;$18-$25 Per Hour(Glassdoor est.);4;Texas Health Huguley Hospital;Burleson, TX;Arlington, TX;1001 to 5000 employees;1977;Hospital;Health Care Services & Hospitals;Health Care;$50 to $100 million (USD);-1
198;R&D Specialist/ Food Scientist;$39K-$66K (Glassdoor est.);2.4;Teasdale Latin Foods;Hoopeston, IL;Flower Mound, TX;501 to 1000 employees;-1;Company - Private;Food & Beverage Manufacturing;Manufacturing;$100 to $500 million (USD);-1
199;Senior Research Scientist-Machine Learning;$81K-$167K (Glassdoor est.);2.6;Software Engineering Institute;Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;-1
200;Analytics Manager - Data Mart;$42K-$86K (Glassdoor est.);3.5;Central California Alliance for Health;Scotts Valley, CA;Scotts Valley, CA;501 to 1000 employees;1996;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
201;Sr. Data Engineer - Contract-to-Hire (Java);$69K-$127K (Glassdoor est.);3;Pilot Flying J Travel Centers LLC;Knoxville, TN;Knoxville, TN;10000+ employees;1958;Company - Private;Gas Stations;Retail;$10+ billion (USD);TravelCenters of America, Love's Travel Stops & Country Stores, Wawa
202;MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB;$21-$34 Per Hour(Glassdoor est.);3.6;Beebe Healthcare;Millville, DE;Lewes, DE;1001 to 5000 employees;1935;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);-1
203;Food Scientist - Developer;$40K-$68K (Glassdoor est.);3.3;Palermo's Pizza;Milwaukee, WI;Milwaukee, WI;501 to 1000 employees;1964;Company - Private;Food & Beverage Manufacturing;Manufacturing;Unknown / Non-Applicable;-1
204;Staff Scientist-Downstream Process Development;$49K-$113K (Glassdoor est.);2.7;Advanced BioScience Laboratories;Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);-1
205;Sr. Data Engineer;$75K-$140K (Glassdoor est.);3.4;Echo Global Logistics;Chicago, IL;Chicago, IL;1001 to 5000 employees;2005;Company - Public;Transportation Management;Transportation & Logistics;$2 to $5 billion (USD);C.H. Robinson, Total Quality Logistics, Coyote Logistics
206;Data Scientist - Quantitative;$86K-$139K (Glassdoor est.);3.8;Truckstop.com;Chicago, IL;New Plymouth, ID;501 to 1000 employees;1995;Company - Private;Logistics & Supply Chain;Transportation & Logistics;Unknown / Non-Applicable;-1
207;Data Scientist;$66K-$112K (Glassdoor est.);3.7;Lockheed Martin;Herndon, VA;Bethesda, MD;10000+ employees;1995;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);Boeing, Northrop Grumman, Raytheon
208;Senior Research Statistician- Data Scientist;$76K-$125K (Glassdoor est.);4.8;Acuity Insurance;Sheboygan, WI;Sheboygan, WI;1001 to 5000 employees;1925;Company - Private;Insurance Carriers;Insurance;$1 to $2 billion (USD);-1
209;Business Data Analyst, SQL;$44K-$86K (Glassdoor est.);3.8;Fareportal;New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);Expedia Group, Orbitz Worldwide, Priceline.com
210;Medical Technologist / Clinical Laboratory Scientist;$15-$25 Per Hour(Glassdoor est.);3.4;Veterans Affairs, Veterans Health Administration;New Orleans, LA;Washington, DC;10000+ employees;1930;Government;Federal Agencies;Government;Unknown / Non-Applicable;-1
211;Data Scientist;$53K-$92K (Glassdoor est.);4.3;Credera;Dallas, TX;Dallas, TX;201 to 500 employees;1999;Subsidiary or Business Segment;Consulting;Business Services;Unknown / Non-Applicable;-1
212;Senior Data Analyst;$44K-$78K (Glassdoor est.);4.8;KnowBe4;Clearwater, FL;Clearwater, FL;501 to 1000 employees;2010;Company - Private;Security Services;Business Services;$100 to $500 million (USD);-1
213;BI & Platform Analytics Manager;$85K-$134K (Glassdoor est.);3.4;Church & Dwight;Ewing, NJ;Ewing, NJ;1001 to 5000 employees;1846;Company - Public;Consumer Products Manufacturing;Manufacturing;$2 to $5 billion (USD);-1
214;Data Engineer;$59K-$110K (Glassdoor est.);3.9;Cogo Labs;Cambridge, MA;Cambridge, MA;51 to 200 employees;2005;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;-1
215;Data Scientist;$64K-$111K (Glassdoor est.);3.4;Spectrum Communications and Consulting;Chicago, IL;Chicago, IL;51 to 200 employees;1992;Company - Private;Advertising & Marketing;Business Services;$10 to $25 million (USD);-1
216;Data Analyst;$65K-$120K (Glassdoor est.);3.1;NCSOFT;San Mateo, CA;Seoul, South Korea;1001 to 5000 employees;1997;Company - Public;Video Games;Media;$10+ billion (USD);Blizzard Entertainment, Riot Games, Electronic Arts
217;Associate Data Scientist/Computer Scientist;$60K-$103K (Glassdoor est.);3.2;MITRE;McLean, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);Battelle, General Atomics, SAIC
218;Business Intelligence Analyst / Developer;$53K-$105K (Glassdoor est.);4.3;Dayton Freight Lines, Inc.;Dayton, OH;Dayton, OH;1001 to 5000 employees;1981;Company - Private;Trucking;Transportation & Logistics;Unknown / Non-Applicable;Old Dominion Freight, Pitt Ohio Express
219;Lead Data Scientist;$124K-$204K (Glassdoor est.);3.6;MassMutual;Boston, MA;Springfield, MA;5001 to 10000 employees;1851;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);-1
220;Sr. Data Scientist - Analytics, Personalized Healthcare (PHC);$131K-$207K (Glassdoor est.);3.9;Genentech;South San Francisco, CA;South San Francisco, CA;10000+ employees;1976;Subsidiary or Business Segment;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
221;Senior Data Scientist;$110K-$174K (Glassdoor est.);3.8;Juniper Networks;Cupertino, CA;Sunnyvale, CA;5001 to 10000 employees;1996;Company - Public;Telecommunications Services;Telecommunications;$2 to $5 billion (USD);-1
222;Data Analyst;$33K-$62K (Glassdoor est.);2.8;Community Action Partnership of San Luis Obispo;Parlier, CA;San Luis Obispo, CA;501 to 1000 employees;-1;Nonprofit Organization;Social Assistance;Non-Profit;$50 to $100 million (USD);-1
223;Pricipal Scientist Molecular and cellular biologist;$52K-$101K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Boston, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
224;Data Analyst;$48K-$90K (Glassdoor est.);3.4;TrueAccord;San Francisco, CA;San Francisco, CA;51 to 200 employees;2013;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
225;Data Analyst;$34K-$64K (Glassdoor est.);4;DRB Systems;Meridian, ID;Akron, OH;201 to 500 employees;1984;Company - Private;Computer Hardware & Software;Information Technology;$50 to $100 million (USD);-1
226;Staff Data Scientist;$132K-$211K (Glassdoor est.);3.5;Western Digital;San Jose, CA;San Jose, CA;10000+ employees;1970;Company - Public;Computer Hardware & Software;Information Technology;$10+ billion (USD);Seagate Technology, Toshiba
227;Data Scientist (Actuary, FSA or ASA);$81K-$133K (Glassdoor est.);3.8;Legal & General America;Frederick, MD;Frederick, MD;501 to 1000 employees;1981;Company - Private;Insurance Carriers;Insurance;$500 million to $1 billion (USD);-1
228;System and Data Analyst;$42K-$76K (Glassdoor est.);3.7;Corcentric;Cherry Hill, NJ;Cherry Hill, NJ;201 to 500 employees;1996;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
229;Data Scientist;$66K-$111K (Glassdoor est.);3.5;U.Group;Indianapolis, IN;Arlington, VA;201 to 500 employees;2019;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);-1
230;Data Engineer 5 - Contract (Remote);$74K-$140K (Glassdoor est.);4.2;The Church of Jesus Christ of Latter-day Saints;Riverton, UT;Salt Lake City, UT;10000+ employees;-1;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;-1
231;Digital Health Data Scientist;$63K-$110K (Glassdoor est.);4;Pfizer;Cambridge, MA;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
232;Data Scientist;$63K-$105K (Glassdoor est.);4.3;SMC 3;Louisville, KY;Peachtree City, GA;51 to 200 employees;1935;Nonprofit Organization;Logistics & Supply Chain;Transportation & Logistics;$10 to $25 million (USD);-1
233;Data & Analytics Consultant (NYC);$91K-$138K (Glassdoor est.);4.7;Systems Evolution Inc.;New York, NY;Cincinnati, OH;201 to 500 employees;1992;Company - Private;Consulting;Business Services;$50 to $100 million (USD);-1
234;Senior Scientist - Neuroscience;$100K-$190K (Glassdoor est.);3.5;Sunovion;Marlborough, MA;Marlborough, MA;1001 to 5000 employees;2010;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);Shire, GlaxoSmithKline, Allergan
